index,state,Year,Month,text,loc_name,likes_count
227924,AK,2021,7,"We need more of this from our elected officials—especially those who can credibly speak to conservative audiences. Too few are willing to lead when it counts.

Thank you for your leadership @repdonyoung 

#akleg https://t.co/DZruylELR2",Anchorage,31
223988,AK,2021,7,"ASHNHA’s Jared Kosin says it’s happening here in Alaska too — patients are asking for the COVID-19 vaccine just before being intubated. 

At that point, it’s too late, he says. 

@AKNewsNow",Anchorage,21
217616,AK,2021,7,The welcome at @ANCairport: FREE COVID-19 vaccines. The only catch: please pick up your bags first!  Great to see the availability at an international airport. https://t.co/9l7FqD4boZ,Anchorage,19
223649,AK,2021,7,"TONIGHT’S GAME is Fan Appreciation Day sponsored by IBEW Local 1547 - FREE admission for EVERYONE!

Free Pfizer COVID-19 vaccines will be available from 6-9pm for anyone ages 12+. Anyone who gets vaccinated at the game will also receive a free dinner voucher. https://t.co/YbrQPsX8Du",Gateway,13
287578,AK,2021,8,"More Alaskans are now hospitalized with COVID-19 than at any point during the pandemic as a surge in coronavirus cases is overwhelming testing facilities, leading to long waits around the state.",Kenai,25
280725,AK,2021,8,"1) Please consider funding Vaccination Incentives and other strategies to boost our vaccination rate.
2) Please debunk rumors that are causing people to self medicate w/ livestock medication
3) Please support masking guidelines from local govts, businesses, &amp; esp schools 
#akleg https://t.co/9TNzy7zJbo",Anchorage,24
275554,AK,2021,8,"These images remind me of something an Anchorage doctor said last week. Basically, there’s a difference between surviving &amp; living.

She talked about the MONTHS of recovery patients go through &amp; said prevention tools (vaccination &amp; masking) are better than any treatment we have. https://t.co/2mjnADTIW5",Anchorage,21
234619,AK,2021,8,"Lollapalooza en Chicago, la muerte dándose la vuelta #COVID19 https://t.co/sILHIHpaS9",Fairbanks,18
250515,AK,2021,8,Pretty confident a raging pandemic of COVID-19 &amp; an epidemic of gun violence at The Great Minnesota Get-Together is a horrible combo. https://t.co/mTqnsxK4eU,Anchorage,15
311557,AK,2021,9,👀👀👀 https://t.co/i5ofuiYX9I,Anchorage,79
308103,AK,2021,9,Finally starting to feel normal after having COVID-19,Anchorage,36
316315,AK,2021,9,Shocking 😑 https://t.co/YXaklSBpZw,Anchorage,20
291312,AK,2021,9,"Thank you @AlaskaAir for these common sense policies. Protecting your employees and customers is what it’s all about.
Yet another reason why #IFlyAlaska https://t.co/4ySN1D6wqU",Anchorage,16
292918,AK,2021,9,"This failure of leadership is harming our economy and literally causing a loss of Alaskan lives.

@GovDunleavy needs to do the right thing and get out of the way of the healthcare professionals like @annezinkmd who know we could be doing so much more to fight the virus.

#akleg https://t.co/QhjhX9qjmj",Anchorage,15
322515,AK,2021,10,@NickJohnsonMD @VPrasadMDMPH I’ve reported him to Twitter for spreading COVID-19 misinformation. I should also report for anti-Semitism. Will do that now.,Anchorage,81
326673,AK,2021,10,"I just waiting for @GovDunleavy and @mayor_bronson to tell us that seat belts, airbags and drinking while driving are unnecessary govt mandates that don’t prevent accidents or death in the same way they say masks and vaccines don’t prevent covid19. #akgov #akleg #ANCgov",Anchorage,56
327163,AK,2021,10,Watch as our state turned light green during the halcyon days after the vaccine was available. And then watch our state turn black. 😢 https://t.co/fBnQhYtVUw,Anchorage,24
333134,AK,2021,10,"Thank you @repdonyoung for cutting through the unnecessary partisanship on Covid.

Your clear leadership in calling for Alaskans to #vaccinate is the leadership we need right now. https://t.co/1nNub3EB4W",Anchorage,12
334335,AK,2021,10,Sweet baby Jesus. https://t.co/CQZwsKazSM,Anchorage,9
346055,AK,2021,11,Grateful and thankful for modern medicine and technology - all our kids got the #COVID19 vax this morning. Hoping and praying more and more can get it. Our children can travel hug love and learn without worrying about an evil virus. Our kids are superheroes now! https://t.co/ITXFCExzyQ,Anchorage,60
347209,AK,2021,11,"I showed my 7 yo this tweet. She said ""the person playing Big Bird wasn't vaccinated?"" And I am really sad that she is growing so fast. https://t.co/WWm7Vvr2xB",Anchorage,10
350619,AK,2021,11,Our amazing warrior and role model - not a second of hesitation!! #ProudMom #nextroundofheroes #COVID19 #VaccinesSaveLives #IPsrock #infectionprevention #PublicHealth #Pfizer https://t.co/KvGxtcLVxd,Eagle River,8
352228,AK,2021,11,All my followers in Fairbanks (all three of you 😂) take note of how to get your booster. https://t.co/h29xdsn7eQ,Fairbanks,6
354664,AK,2021,11,Pretty light in the morning - thank you to @uaanchorage @ProvAK @AKAirCenter for the support! #pandemic #COVID19 #infectionprevention #healthcareheroes ❤️‍🩹 https://t.co/OGYfJVSMZw,Anchorage,6
367858,AK,2021,12,Ha!  I think we all need one of these. https://t.co/M4prITryPU,Anchorage,190
369169,AK,2021,12,Cathay Pacific’s Hong Kong pilots weigh Los Angeles move as airline looks to ease burden of coronavirus quarantine rules | South China Morning Post https://t.co/XAq0GuClr1,Anchorage,49
363256,AK,2021,12,"Wow. Closing a testing site as busy as this one with no notice or communication to the public, even as they attempt to get a different one up and running, isn’t a very caring or transparent plan. Bronson and company continue to create dumpster fires #ancgov https://t.co/VSnhS8EWoR",Anchorage,6
368480,AK,2021,12,.@TwitterComms @TwitterSafety please fix this ASAP! https://t.co/K5UnxpA4WO,Anchorage,6
375876,AK,2021,12,👋🏼 Lora…Jamie…Crystal… https://t.co/MpGaJlXYxv,Anchorage,6
412843,AK,2022,1,"@Fri3ght_train9 @TomiLahren That’s debatable. My buddy who has COVID-19 (got it from me), has worse symptoms than me and he recently got his booster.",Anchorage,15
407969,AK,2022,1,"@BillH23 @TGarv24 @ilovejohnkimble @teamusa7 @ADUB314 Continue living in fear if you would like. COVID-19 will be around for years; new variants will continue to emerge and more booster shots will be needed to fight it. 

You can either live with that truth, or never see outside again. 

Your Tweet wasn’t necessary.",Anchorage,5
415605,AK,2022,1,This is why prevention is better than early treatment https://t.co/Fs8yIiBhcR,Anchorage,5
410071,AK,2022,1,"No puede ser que hayan pillado a esa persona en concreto en esa foto del artículo...
Dentro hilo 🧵
https://t.co/t84nRxQ5Un https://t.co/5wrMa18WKC",North Pole,2
396853,AK,2022,1,"@K_Somaratne Angus beef stew. No dine ins (except a Subway) in the city due to COVID-19 local regulations. Last time I have tried all the restaurants. So thought of cooking. After lunch, will go for a walk.",Barrow,1
423612,AK,2022,2,When does the Tucson Gila Monsters vs. Anchorage Aces game start 🏒? https://t.co/L2YeHB6VSi,Anchorage,1
426009,AK,2022,2,"@AustriaCanada Pinaka malaki inutang natin for covid19 pero wala manlang free test kit, dami pang donated by na vaccine. I hate corruption *tataydigz",Kodiak,1
424273,AK,2022,2,Madison and Peyton having to wear a mask in a crowded room is truly the greatest civil rights violation of all time. #masking #school #COVID19,Kodiak,0
424692,AK,2022,2,"A tourist did not respect the Covid-19 guidelines.
He saw I had a Ice-cream from my Work's old school Soda Fountian and ice cream shoppe and got way too close to my face while I was eating and enjoying my treat with a relaxing scenery. He wanted a taste. Fuck, NO! Get your own🍦",Sitka,0
428045,AK,2022,3,"Since our school district has moved to “parent informed” decision making I appreciate this review. Will use it to share &amp; hopefully inform said parents. 

P.S. my littles are amongst the minority mask wearers until the end of the school year. #MaskUp #COVID19 #CovidVaccination https://t.co/TNH5uJk6xn",Eagle River,1
430835,AK,2022,3,soon. Pretty sure Covid-19 or Corona is a act of punishment because we didn't take the Swine Flu seriously.,Sitka,1
433881,AK,2022,3,FDA authorizes second coronavirus booster shot for people 50 and older https://t.co/zO9PnvLjdD,Anchorage,1
428115,AK,2022,3,"@Sloths7777 well that’s a dump Question🤷🏼‍♀️ like wtf. after millions thousands people died from the covid, including some member of my family. and who the fuck are you to ask suck stupid question like that?? YES COVID-19 IS REAL WHERE THE FUCK HAVE YOU BEEN??",Kodiak,0
428910,AK,2022,3,"How to beat #covid in one day.
#vodkaandpepper chills, fever and headache gone. Now just stuffy nose and light cough to beat. #COVID19 #CovidVaccine https://t.co/T3hmbznXvO",Palmer,0
440775,AK,2022,4,Thoughts? https://t.co/ifRplg8LKU,Anchorage,9
434699,AK,2022,4,"Important 🧵 👇
We should be looking for ways to make all teens feel like they belong and are valued.
We should NOT be making them political pawns by pushing divisive and grotesque legislation.
#akleg #NoOnSB140 https://t.co/7aVbiVcuvy",Anchorage,8
435963,AK,2022,4,I’m covering the 2022 Alaska State Lectureship — the first one in three years because of #COVID19 — at the Anchorage Church of Christ. @christianchron https://t.co/p70bI5895A,Anchorage,8
439319,AK,2022,4,"I had two separate emails home this week about two separate positive contacts in my child’s classroom. 

Glad to see the district being responsive to changes! https://t.co/x4quBfSHwo",Juneau,7
438887,AK,2022,4,So “smaller government” means we pay for the private sector?? https://t.co/THGC0CYkVK,Anchorage,6
443343,AK,2022,5,Proud of my #infectionprevention team #Alaska #COVID19 #pandemic https://t.co/6oLdl20bHI,Eagle River,13
444613,AK,2022,5,"@InfectiousDz As a boss with team members who’ve recently traveled, all they have to say is “I have symptoms”. Yes, I need the #COVID19 result but also #InfluenzaA and other #respiratoryviruses. #StayHome #Quarantine #isolate #getBETTER #WeGotThis #keepyourgermsaway #MaskUp",Eagle River,4
445809,AK,2022,5,"I didn’t understand #longcovid 2 years ago when I worked 18/7, in daily learning &amp; #COVID19 comms &amp; we’d just completed drive-through graduations. I’m grateful my docs understood it after I got Delta in 7/‘21 &amp; been on recovery since. #ThankYou to all who help me learn, daily. https://t.co/Z22uwHzXpT",Soldotna,4
442605,AK,2022,5,"Great thread to help think through risk reduction, validate those of us still trying, and navigating this crazy #COVID19 life. #pandemic #publichealth #infectionpreventionposse https://t.co/gqkaHE8kfR",Anchorage,3
445873,AK,2022,5,"Take the time to scroll. It’s the least we can do…
#Covid_19 #COVID #SARS-CoV-2 #coronavirus #CoronavirusUpdates 
https://t.co/0yJycCCCFR https://t.co/3ar4cfAkg0",Eagle River,1
476167,AK,2022,6,You know before tonight I just has COCKBIG-19 but now I also have Covid-19,Anchorage,33
477664,AK,2022,6,Epidemiologists count #CovidIsNotOver #COVID19 #publichealth #publichealthpolicy https://t.co/45omAizUqq,Eagle River,5
447870,AK,2022,6,Our just turned 9 yo. got her booster today!! #CovidIsNotOver #COVID19 #COVIDVACCINE #infectionprevention #publichealth https://t.co/EWFy8cwDhV https://t.co/8C2HviLB1q,Eagle River,4
475070,AK,2022,6,#Alaska #CovidIsNotOver https://t.co/BMf0FcFZWx,Anchorage,3
476239,AK,2022,6,"This is great news for kids. 
it is becoming more obvious that #COVID19 Is not over &amp; it is a vascular disease with long term consequences. 

We don’t want kids to have lifetime health problems. https://t.co/urjTY4At2o",Anchorage,3
479787,AK,2022,7,"This report validates what we have known for years. Now is the time for action, we must be better. https://t.co/C5MENCOyH1",Anchorage,73
479677,AK,2022,7,"BA4/5 are here and so are reinfections. Please read to be informed and take note that avoiding infection/reinfections is the best strategy. 😷 ↔️ 🧪💉#infectionpreventionposse
#infectionprevention
#publichealth #COVID19 #OmicronVariant #CoronavirusUpdates https://t.co/1ujPxRe0VY",Eagle River,2
478395,AK,2022,7,"@chheda_aayushi 
Things that make you go Ewwwww David!
Helpful to see the visuals of spread! #infectionpreventionposse #MaskUp https://t.co/fnZw8fxfKs",Eagle River,1
479303,AK,2022,7,"@FelyG86591477 Extreme cautiousness. “Coronavirus” speculation rules, Nice.!!",Anchorage,1
479684,AK,2022,7,"Tips for safe COVID-free travel - tweet 5/13 is my fav b/c where else will you read a reference to “hot boxing”. 😏
#infectionpreventionposse #infectionprevention #COVID19 #OmicronVariant #publichealth https://t.co/veiaUMIuvm",Eagle River,1
489674,AK,2022,8,"anyway, here:
https://t.co/GfXs6Ep7sN",Anchorage,70
488738,AK,2022,8,"Damn, he said it https://t.co/Rh0uIj34jA",Kenai,1
489192,AK,2022,8,"@DOHgovph ayon sa Bagong impormasyon mula sa mga nangungunang siyentipiko sa buong mundo, ang buong epidemya ng #covid19 ay isang ""malaking kasinungalingan.""  #Manila #Cebu #Davao https://t.co/ayJ8DlG5RY",Anchorage,1
489193,AK,2022,8,@DOHgovph panoorin ang video na ito.  Gusto kong suriin ng mga opisyal ng gobyerno ang integridad ng #covid19 #vaccine dahil ang mga resulta ay nakakasakit sa mga tao.  Ang #virus ay peke at ang bakuna ang pumapatay sa mga tao.  https://t.co/ayJ8DlXGJw,Anchorage,1
489306,AK,2022,8,"@Tony2Tapp @Patrici40080377 @TheBlackChannel Er'body!  They ""cooked this stuff up"" bruh: there's no covid19.  &amp; Fauci is quitting because he 'bout to be exposed! Follow @DrButtar!",Anchorage,1
495756,AK,2022,9,"Varias personas me han preguntado sobre esto. Básicamente una teoría conspirativa de que algo sucede en China, que no se ven vuelos sobre el centro del país.

Comienzo por decir que acabo de aterrizar en Alaska, donde llegue precisamente de China. Estuvimos en Shanghai cruzamos.. https://t.co/mzRrG04X7I",Anchorage,10
492753,AK,2022,9,Have to think that promoting this is a misuse of state funds and infrastructure. If I used my work system to promote personal projects I would get reprimanded at the very least. https://t.co/PqYr8ldnkm,College,3
493172,AK,2022,9,@RpsAgainstTrump Status post 3 Pfizer and 2 Moderna (2nd Moderna today).  Have not had COVID-19 yet…,Anchorage,1
491721,AK,2022,9,"https://t.co/AY8v5yF0FI
I don't think this is allergies or change of weather. There is fever, head cold and sore throat symptoms. I will check for Covid-19 virus tomorrow with the at home rapid test.",Sitka,0
499621,AK,2022,10,"“The vaccine brought in $36.78 billion in revenue last year for Pfizer and was the drugmaker's top-selling product.

Analysts predict that it will rack up another $32 billion this year, according to FactSet.”

Who could have guessed coercion and force would make a “top seller”🤑 https://t.co/er9jf635Pm",Knik-Fairview,3
499590,AK,2022,10,“Faithfull has been working as a funeral director for the last 41 years and has been running his own mortuary business for the last 26 years. He recently spoke out about the apparent relationship between the COVID-19 vaccines and the deaths he has been observing.” https://t.co/Ii4kEduLim,Knik-Fairview,1
502621,AK,2022,11,"No way! Walked into @YKHC  in Bethel, #Alaska and they no longer require masks.  It's so weird.  I was totally fine with staying masked in hospitals.  It makes sense to me. Thanks to the staff for having an extra i can use. #MaskUp #CovidIsNotOver #COVID19 https://t.co/d2fAzTgIvA",Bethel,0
502715,AK,2022,11,@LeonSkum5 @MSNBC @MaddowBlog Crime?  Trump had covid-19 shutdown  &amp; confinement of the entire US and most brick &amp; mortar businesses shut down. Now who's going to rob or kill under those circumstances?  Trump's boys are bonehead crooks just like daddy.,Anchorage,0
502914,AK,2022,11,@JamesBradleyCA The Covid-19 virus is still active.,Anchorage,0
3144,AL,2021,1,"Fellow neos:

I think its time we sat our adult colleagues down and explained to them that this “proning” they think they invented is actually called “tummy-time” and we’ve been doing it for 30+ years…

What else should we share?

#neotwitter #MedTwitter #COVID19 

RT please! https://t.co/a8FgsuM6KS",Birmingham,292
10847,AL,2021,1,https://t.co/8gyRY75iR5 https://t.co/hvNjJZBBEC,Northport,242
16573,AL,2021,1,Appreciate @Greg_Byrne for taking time in a busy week for what turned into a long interview about the season https://t.co/ThiuqzmNNV,Tuscaloosa,103
39798,AL,2021,1,"Now 36hrs post #COVID19 💉 #2 (@pfizer) and feeling great! Side effects: slight arm soreness at injection site, joy, gratitude for the hard work of vaccine scientists and leadership @UABSOM to distribute it! #VaccinesSaveLives #GetVaccinated https://t.co/dOFpqqsNcu",Birmingham,63
465014,AL,2021,1,Reaves is Oklahoma’s leading scorer https://t.co/5go3zfKtun,Tuscaloosa,62
514948,AL,2021,2,"I’m proud of the work of @SenatorAOrr &amp; @RepFaulkner for working with their colleagues in the Alabama Legislature to pass SB 30, addressing #COVID19 liability protection. I look forward to signing this bill &amp; the rest of the priority bills soon! #alpolitics https://t.co/2mjbrhncAM",Montgomery,49
504998,AL,2021,2,My mom just got her COVID-19 vaccine at the Hoover Met and we are thrilled! https://t.co/uZyHxzj13D,Hoover,34
472520,AL,2021,2,"I don't share much personal stuff. But, here goes. I get vaccinated against the coronavirus this morning. Mobile County is prioritizing educators.  I'll let you know how I feel. https://t.co/efczfjYZqL",Mobile,24
519394,AL,2021,2,Round 2 Donation. #COVID19 #ConvalescentPlasma https://t.co/CO1RtmWhRN,Opelika,24
522107,AL,2021,2,ALL ATHLETES ⚾️🏈🏀🤼‍♂️👟⚽️🏐🥎6:00 TONIGHT🚨LEARN HOW TO GET RECRUITED DURING COVID-19 &amp; FREE ACT PREP🚨 @McAdoryFB @McAdoryHoops @McAdoryGBB @McAdoryHS @kairos187 @ConnerYoung3 @jhamlin88 @McAdoryMiddle @ncsa @ncsaevents @schoolsprograms ✅To Reg:https://t.co/kvIj0Nt5fD https://t.co/3rCN6gNukH,Fultondale,23
79155,AL,2021,3,Great news! 🚨Alabama ranks 5th in Back-to-Normal index at 89% back to normal during COVID-19. #alpolitics @MadeinAL https://t.co/8QdXREW0Pk,Montgomery,213
83460,AL,2021,3,"NEW: Cullman County Schools announces return to 5-day per week on-campus learning for grades K-8 effective April 12th. Teachers, students will not be required to wear masks. @abc3340 @spann #COVID19 #coronavirus",Bessemer,135
73873,AL,2021,3,"Got my second vaccine! 🎉 Lying in the grass, ugly crying right now, thanking Minerva, the goddess of courage, medicine and victory, all  fitting in a pandemic. The #COVID19 vaccine embodies the power of modern medicine and science. As a high-risker, I am so grateful to be here. https://t.co/qHsq9Oe0Ul",Tuscaloosa,83
109210,AL,2021,3,We put in too much work for it to be taken away and handed to them like this... 💔💔 https://t.co/SzmET3bIlo,Birmingham,49
62856,AL,2021,3,Society if this hiatus is made permanent https://t.co/71BjVBgzaG https://t.co/dY6drnDlBU,Tuscaloosa,39
138471,AL,2021,4,"I just toured the @EastAlabamaMed community vaccine clinic where over 80,000 #COVID19 vaccines have been given. Everyone in the community - from students to nurses to churches &amp; local officials – is pitching in. Folks, their teamwork approach is impressive! #alpolitics @AuburnU https://t.co/J5ufwYg0yy",Auburn,108
133326,AL,2021,4,"I can't wait until the day I don't have to hear ""COVID-19"" or ""coronavirus"" or ""vaccine"" hundreds of times each day on the news. I can't wait for normal to come back. Goodness I'm drained on this stuff.",Montgomery,96
121724,AL,2021,4,DEVELOPING: @GovernorKayIvey to hold a COVID-19 news conference tomorrow at 11am in advance of state health orders set to expire Friday. Ivey has repeatedly stated she will not extend statewide mask order @abc3340 @spann #coronavirus #COVID19 https://t.co/V3sa0qAuE4,Birmingham,70
121244,AL,2021,4,DEVELOPING: @cityofbhamal votes to extend citywide mask ordinance through May 24th as statewide mask ordinance is set to expire on Friday @abc3340 @spann #COVID19 #coronavirus https://t.co/mBPzR5JZZ1,Birmingham,59
121630,AL,2021,4,"Glad to live in a city led by people who continue to take the pandemic seriously. Only 18% of Alabamians are fully vaccinated so far - we aren’t yet at the finish line. Whether there’s still a mask mandate where you live or not, please keep masking up! https://t.co/6eOclDCgq8",Birmingham,53
158530,AL,2021,5,BREAKING: @GovernorKayIvey announces Alabama will end participation in all federally funded pandemic unemployment programs effective June 19th @abc3340 #coronavirus #COVID19 https://t.co/pAE92QaQyO,Hoover,50
166175,AL,2021,5,Honored to be part of this important work! https://t.co/SkoMfAe4GJ,Mountain Brook,40
150754,AL,2021,5,Pray for India. https://t.co/RFrUPxANgn,Mountain Brook,36
165833,AL,2021,5,"Geniusly subtly yet effective way to display #COVID19 preferences to colleagues at @CCTMC1! #CCTMC 

@DrPetDetective @UCAirCareDoc @Sruby345 @KolbyKolbet https://t.co/ZGBqMoV38G",Orange Beach,26
155787,AL,2021,5,I’m a Pediatrician and my wife is a Pediatric Hospitalist.  We are fully vaccinated against COVID-19 as is our oldest son.  My two younger sons will be vaccinated as soon as a vaccine is approved for them (which is likely just around the corner!!!) @DrEricBall @drmarshaspitzer https://t.co/6aBvveLcgj,Mountain Brook,21
185855,AL,2021,6,"When I visited Tallahassee, I was impressed by how hard community leaders are working to get the word out about vaccines. They’re free. They're available. And they save lives.
 
Rev. Holmes is another powerful example of someone going above and beyond to lead the way. https://t.co/Mp3ciNozkc",Birmingham,1362
192066,AL,2021,6,This is very worrisome. #IDtwitter  colleagues risk being characterized as alarmist for continuing to emphasize that we r in a race with emerging #variants&amp; that available #SARSCoV2 #vaccines are the only way out: &amp; that path is rapidly narrowing @UABNews @UABSOM @IDSAInfo https://t.co/GBoyZmMI3U,Birmingham,45
179901,AL,2021,6,He’s not just sure... he’s COVID-19 positive,Mobile,16
188904,AL,2021,6,"I cannot quit watching this. That child was like “Say it again Vice President!” 

Kids know when they see love from afar. My heart when she said “let the children speak.” ❤️ https://t.co/LQAUYzpHco",Huntsville,16
193326,AL,2021,6,Unreal. https://t.co/laoyG4nyev,Decatur,14
201092,AL,2021,7,No one likes to imagine return of worse case scenario. If you want to avoid it please #vaxthatthingup https://t.co/AgLOcGP4at,Birmingham,44
215464,AL,2021,7,"Ok ok ok! Here’s my counter #COVID19 fall plan to the one UA has offered: Let’s offer every UA student $50 to get vaccinated, and set up vaccination sites at bars. We’ll be at 99% in no time.

Whatd’ya say? 🤷‍♀️",Tuscaloosa,38
216498,AL,2021,7,"“Low vaccination rates in the South make this moment less safe for everyone there, and over time could jeopardize the country’s hope of ever getting the novel coronavirus more under control.” https://t.co/RLTyvqac36",Birmingham,30
231709,AL,2021,7,I’d funnel it https://t.co/D5JS9cTRpi,Tuscaloosa,28
224183,AL,2021,7,This photo of me visiting the sick in the COVID-19 wing of a local hospital in May of this year. Please take care of your health and your family and pray for an end to the pandemic. 🙏 https://t.co/2m5NUNtx3u,Birmingham,24
268228,AL,2021,8,"@ReportsDaNews A MASSIVE COLD HARD 
  IRONY STORM RAINS DOWN
            ON ALABAMA
-30 ICU BEDS per Ala Pulbic Heath 
Overtakes Florida for highest rate of
  Children hospitalized hospitalized
                     With Covid-19 https://t.co/1RPcmHFq1D",Jacksonville,499
272519,AL,2021,8,Folks who said they weren’t getting vaccinated because it wasn’t approved by the FDA https://t.co/8y2zNOSeyG https://t.co/veLez1je1t,Northport,381
234515,AL,2021,8,"@charliekirk11 Nope.  Didn't comply with last one either.  Been working everyday.  Mostly w/o a mask, as have my co-workers.  Guess what?  None of us have had #COVID19, nor the Flu or anything else and we're in face to face contact w/customers who never had it either.  #Fakedemic",Pelham,185
276071,AL,2021,8,.@Greg_Byrne https://t.co/X9BSrh9Imd https://t.co/kB70TnOOaK,Tuscaloosa,167
273103,AL,2021,8,"This is HUGE! We’ve known for months the vaccine is safe and effective. With full approval what’s holding you back? Make the right decision for you and the people around you and get vaccinated, please! #ThisIsOurShot https://t.co/L2hi2K27V7",Mountain Brook,104
300248,AL,2021,9,"@kim12705467 @aldotcom Last month meemaw @GovernorKayIvey  said it was the unvaccinated who were at fault...Jimmy roll the tape..  

https://t.co/zum6Qk3jQb",Huntsville,71
305254,AL,2021,9,Delighted to collaborate with @samirparikhmd and his laboratory for this work. @UAB_NRTC https://t.co/OAQKde6opk,Birmingham,40
298679,AL,2021,9,"Overall good @WhiteHouse plan for #COVID19 What wasn’t mentioned? need for aggressive research to understand #LongCovid, purposeful surveillance plan to track #Variant emergence &amp; dominance, development of novel antivirals especially oral agents, trajectory of #breakthroughcovid",Birmingham,35
304192,AL,2021,9,NEW: @GovernorKayIvey’s campaign confirms its @Facebook account was temporarily removed today for a post criticizing @POTUS’ COVID-19 vaccine mandate @abc3340 #alpolitics https://t.co/o2dhBufbGN,Cullman,32
299503,AL,2021,9,The power of science! https://t.co/6i1Qxncs5S,Birmingham,20
